sampleID;filename;date;time
41_Wax_Brote_12_5mg_3;Data/eRah_polar_colum/Samples/41_Wax_Brote_12_5mg_3.CDF;2026-03-26;13:47:03.234028
42_Wax_Callo_56_2mg_2;Data/eRah_polar_colum/Samples/42_Wax_Callo_56_2mg_2.CDF;2026-03-26;13:46:57.047981
43_Wax_Brote_33_5 mg_2;Data/eRah_polar_colum/Samples/43_Wax_Brote_33_5 mg_2.CDF;2026-03-26;13:46:50.986916
45_Wax_Callo_52_9mg_2;Data/eRah_polar_colum/Samples/45_Wax_Callo_52_9mg_2.CDF;2026-03-26;13:46:38.766462
46_Wax_Brote_33_4mg_3;Data/eRah_polar_colum/Samples/46_Wax_Brote_33_4mg_3.CDF;2026-03-26;13:46:32.674135
47_Wax_Brote_12_5mg_1;Data/eRah_polar_colum/Samples/47_Wax_Brote_12_5mg_1.CDF;2026-03-26;13:46:26.595139
48_Wax_Brote_6_8mg_3;Data/eRah_polar_colum/Samples/48_Wax_Brote_6_8mg_3.CDF;2026-03-26;13:46:20.438057
49_Wax_Brote_27_8 mg_2;Data/eRah_polar_colum/Samples/49_Wax_Brote_27_8 mg_2.CDF;2026-03-26;13:46:14.391079
50_Wax_Brote_24_ 8mg_1;Data/eRah_polar_colum/Samples/50_Wax_Brote_24_ 8mg_1.CDF;2026-03-26;13:46:08.314381
51_Wax_Brote_33_5 mg_1;Data/eRah_polar_colum/Samples/51_Wax_Brote_33_5 mg_1.CDF;2026-03-26;13:46:02.219761
52_Wax_Brote_14_5mg_3;Data/eRah_polar_colum/Samples/52_Wax_Brote_14_5mg_3.CDF;2026-03-26;13:45:56.189922
53_Wax_Brote_24_ 8mg_2;Data/eRah_polar_colum/Samples/53_Wax_Brote_24_ 8mg_2.CDF;2026-03-26;13:45:49.626587
54_Wax_Brote_44_2 mg_1;Data/eRah_polar_colum/Samples/54_Wax_Brote_44_2 mg_1.CDF;2026-03-26;13:45:43.547575
57_Wax_Brote_27_8 mg_3;Data/eRah_polar_colum/Samples/57_Wax_Brote_27_8 mg_3.CDF;2026-03-26;13:45:24.906837
58_Wax_Brote_22_3mg_1;Data/eRah_polar_colum/Samples/58_Wax_Brote_22_3mg_1.CDF;2026-03-26;13:45:18.783276
59_Wax_Callo_40_2mg_2;Data/eRah_polar_colum/Samples/59_Wax_Callo_40_2mg_2.CDF;2026-03-26;13:45:12.626123
60_Wax_Brote_50 _ 1mg_1;Data/eRah_polar_colum/Samples/60_Wax_Brote_50 _ 1mg_1.CDF;2026-03-26;13:45:06.54715
61_Wax_Callo_56_2mg_3;Data/eRah_polar_colum/Samples/61_Wax_Callo_56_2mg_3.CDF;2026-03-26;13:45:00.358791
62_Wax_Callo_56_2mg_1;Data/eRah_polar_colum/Samples/62_Wax_Callo_56_2mg_1.CDF;2026-03-26;13:44:54.203981
63_Wax_Brote_6_8mg_2;Data/eRah_polar_colum/Samples/63_Wax_Brote_6_8mg_2.CDF;2026-03-26;13:44:48.078159
64_Wax_Brote_25_ 3 mg_2;Data/eRah_polar_colum/Samples/64_Wax_Brote_25_ 3 mg_2.CDF;2026-03-26;13:44:41.923359
